Entry,Name,Description,Object,Legend
hsa05163,Human cytomegalovirus infection,"Human cytomegalovirus (HCMV) is an enveloped, double-stranded DNA virus that is a member of beta-her...","C05981 (Phosphatidylinositol-3,4,5-trisphosphate) C00584 (Prostaglandin E2) C05981 (Phosphatidylinos...",PIP 4EBPs S6K1/2 mTOR Rheb TSC2 TSC1 AKT PI3K HUMAN CYTOMEGALOVIRUS INFECTION EGFR FasL IKK NF κB ...
hsa05164,Influenza A,Influenza is a contagious respiratory disease caused by influenza virus infection. Influenza A virus...,"C00080 (H+) C05981 (Phosphatidylinositol-3,4,5-trisphosphate) C00027 (Hydrogen peroxide) 23430 (TPSD...",INFLUENZA A Alveolar and bronchial epithelial cells Alveolar macrophages Type II pneumocytes Endoso...
hsa05165,Human papillomavirus infection,"Human papillomavirus (HPV) is a non-enveloped, double-stranded DNA virus. HPV infect mucoal and cuta...","C05981 (Phosphatidylinositol-3,4,5-trisphosphate) C00575 (3',5'-Cyclic AMP) C00584 (Prostaglandin E2...",PIP 4EBPs S6K1/2 mTOR Rheb TSC2 TSC1 AKT PI3K p53 signaling pathway HUMAN PAPILLOMAVIRUS INFECTION...
hsa05166,Human T-cell leukemia virus 1 infection,Human T-cell leukemia virus type 1 (HTLV-1) is a pathogenic retrovirus that is associated with adult...,C00076 (Calcium cation) C00238 (Potassium cation) C00027 (Hydrogen peroxide) C00076 (Calcium cation)...,HUMAN T-CELL LEUKEMIA VIRUS 1 INFECTION Human T-lymphotropic virus-I gp21 gp46 NRP1 CD4+ T cell...
hsa05167,Kaposi sarcoma-associated herpesvirus infection,"Kaposi sarcoma-associated herpesvirus (KSHV), also known as human herpesvirus 8 (HHV-8), is the most...","C00350 (Phosphatidylethanolamine) C05981 (Phosphatidylinositol-3,4,5-trisphosphate) C01245 (D-myo-In...",IFN-α/β TRAF3 IRF7 IFN-β IFN-α IKK JNK TBK1 IKKε AKT STAT1 IκBα IRF3 TLR3 TRIF KAPOSI SARCOMA-ASSO...
hsa05168,Herpes simplex virus 1 infection,"Herpes simplex virus 1(HSV-1) is a common human pathogen, which initially infects orofacial mucosal ...","C20640 (Cyclic GMP-AMP) C05981 (Phosphatidylinositol-3,4,5-trisphosphate) C20935 (2-5A) 4049 (LTA) 8...",HERPES SIMPLEX VIRUS 1 INFECTION Herpes simplex virus-1 LTα LIGHT HVEM Nectin PILRα Heparan sulf...
hsa05169,Epstein-Barr virus infection,Epstein-Barr virus (EBV) is a gamma-herpes virus that widely infects human populations predominantly...,"C05981 (Phosphatidylinositol-3,4,5-trisphosphate) C01245 (D-myo-Inositol 1,4,5-trisphosphate) C00076...",gp350 gH/gL gp42 CD21 MHC-II EBNA2 EPSTEIN-BARR VIRUS INFECTION B cell RBP-Jκ SKIP SMRT EBNA3C Vir...
hsa05170,Human immunodeficiency virus 1 infection,"Human immunodeficiency virus type 1 (HIV-1) , the causative agent of AIDS (acquired immunodeficiency...","C05981 (Phosphatidylinositol-3,4,5-trisphosphate) C01245 (D-myo-Inositol 1,4,5-trisphosphate) C00165...",PIP S6K1/2 mTOR AKT PI3K HUMAN IMMUNODEFICIENCY VIRUS 1 INFECTION NF κB NFκB signaling pathway R...
hsa05171,Coronavirus disease - COVID-19,Coronavirus disease of 2019 (COVID-19) is a highly contagious respiratory infection that is caused b...,C02135 (Angiotensin II) C15850 (Angiotensin (1-7)) C00873 (Angiotensin I) C00046 (RNA) C00704 (Super...,ACE2 Angiotensin II Angiotensin (1-7) AT1R MAS1 CORONAVIRUS DISEASE - COVID-19 Vascular smooth mu...
hsa05200,Pathways in cancer,,"C00951 (Estradiol-17beta), C00410 (Progesterone), C07653 (Flutamide), C01227 (Dehydroepiandrosterone...",PATHWAYS IN CANCER DCC CASP3 CASP9 CASP3 ECAD β-catenin Wnt α-catenin β-catenin ITGB Dvl ECM ITGA ...
hsa05202,Transcriptional misregulation in cancer,"In tumor cells, genes encoding transcription factors (TFs) are often amplified, deleted, rearranged ...",2130 (EWSR1) 2313 (FLI1) 2130 (EWSR1) 2078 (ERG) 2130 (EWSR1) 2115 (ETV1) 2130 (EWSR1) 2118 (ETV4) 2...,TRANSCRIPTIONAL MISREGULATION IN CANCER Ewing's sarcoma Clear-cell sarcoma Desmoplastic small ro...
hsa05203,Viral carcinogenesis,There is a strong association between viruses and the development of human malignancies. We now know...,7157 (TP53) 7337 (UBE3A) 1739 (DLG1) 23513 (SCRIB) 5829 (PXN) 578 (BAK1) 3661 (IRF3) 5925 (RB1) 5933...,VIRAL CARCINOGENESIS Hepatitis C virus (HCV) Hepatocellular carcinoma Human papillomavirus (HPV) p...
hsa05204,Chemical carcinogenesis - DNA adducts,It has been estimated that exposure to environmental chemical carcinogens may contribute significant...,"C19586 (Aflatoxin B1-exo-8,9-epoxide) C14853 (Benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide) C14854 (9-H...","CHEMICAL CARCINOGENESIS - DNA ADDUCTS AFB1-exo-8,9-epoxide CYP3A4 CYP1 CYP1 CYP1/2/3 B[a]P-7,8-d..."
hsa05205,Proteoglycans in cancer,Many proteoglycans (PGs) in the tumor microenvironment have been shown to be key macromolecules that...,G10505 (Hyaluronic acid) C00925 (Heparan sulfate) C00925 (Heparan sulfate) G13064 (Binding domain fo...,CD44v3 Tiam1 HER2 RhoA ROCK Ankyrin Cytoskeleton activation PI3K AKT CD44 Lipid Raft IP3R CAMKII Fil...
hsa05206,MicroRNAs in cancer,"MicroRNA (miRNA) is a cluster of small non-encoding RNA molecules of 21 - 23 nucleotides in length, ...","406922 (MIR133A1), 406923 (MIR133A2), 442890 (MIR133B) 993 (CDC25A), 994 (CDC25B), 995 (CDC25C) 599 ...",MicroRNAs IN CANCER Lung cancer Lung epithelial cell Tumorigenesis Survival Invasion / metastasi...
hsa05207,Chemical carcinogenesis - receptor activation,"Carcinogenesis is a multistage process that consists of initiation, promotion, and progression stage...","C00951 (Estradiol-17beta) C00951 (Estradiol-17beta) C00575 (3',5'-Cyclic AMP) C13624 (Bisphenol A) C...",CHEMICAL CARCINOGENESIS - RECEPTOR ACTIVATION EGFR DNA Ras Raf MEK ERK1/2 DNA PKA pCREB MAPK sig...
hsa05208,Chemical carcinogenesis - reactive oxygen species,"It is well established that cancer is a multi-step process which involves initiation, promotion and ...",C10998 (4-Aminobiphenyl) C03622 (N-Hydroxy-4-aminobiphenyl) C06268 (Chromium) C06268 (Chromium) C062...,CHEMICAL CARCINOGENESIS - REACTIVE OXYGEN SPECIES CYP1A2 4-Aminobiphenyl N-Hydroxy-4-aminobiphe...
hsa05210,Colorectal cancer,Colorectal cancer (CRC) is the second largest cause of cancer-related deaths in Western countries. C...,"C05981 (Phosphatidylinositol-3,4,5-trisphosphate) 1630 (DCC) 836 (CASP3) 7040 (TGFB1), 7042 (TGFB2),...",DCC CASP3 TGFβ PI3K CASP9 APPL CASP3 APC Smad2 TGFβRI Smad4 hMLH1 hMSH2 K-Ras Raf JNK Axin Axin RalG...
hsa05211,Renal cell carcinoma,Renal cell cancer (RCC) accounts for ~3% of human malignancies and its incidence appears to be risin...,"C00007 (Oxygen) C00149 ((S)-Malate) C00122 (Fumarate) C00007 (Oxygen) 5781 (PTPN11) 7040 (TGFB1), 70...",SHP2 TGF-β VEGF Glut1 HIF-β p300/CBP CUL2 Rbx1 ElonginB ElonginC VHL HPH HIF-α Malate Fumarate CUL2 ...
hsa05212,Pancreatic cancer,Infiltrating ductal adenocarcinoma is the most common malignancy of the pancreas. When most investig...,"C05981 (Phosphatidylinositol-3,4,5-trisphosphate) C00416 (Phosphatidate) C05981 (Phosphatidylinosito...",HER2/neu K-Ras PI3K RacGEF PKB/Akt Rac IKK NFκB Bad Bcl-xl Raf CASP9 MEK ERK RalGDS Ral RalBP1 PLD1 ...
hsa05213,Endometrial cancer,Endometrial cancer (EC) is the most common gynaecological malignancy and the fourth most common mali...,"C05981 (Phosphatidylinositol-3,4,5-trisphosphate) 1499 (CTNNB1) 1499 (CTNNB1) 3265 (HRAS), 3845 (KRA...",β-Catenin β-Catenin Ras APC Axin GSK-3β α-Catenin β-Catenin Cell cycle Fkhrl1 BAD Casp9 ILK ErbB sig...
hsa05214,Glioma,Gliomas are the most common of the primary brain tumors and account for more than 40% of all central...,"C01245 (D-myo-Inositol 1,4,5-trisphosphate) C00076 (Calcium cation) C00165 (Diacylglycerol) C05981 (...",EGF TGFα PDGF IGF-1 EGFR PDGFR IGFR EGF TGFα PDGF IGF-1 EGFR PDGFR IGFR CAM CAMK PKC Shc Grb2 Sos Ra...
hsa05215,Prostate cancer,Prostate cancer constitutes a major health problem in Western countries. It is the most frequently d...,"C00951 (Estradiol-17beta), C00410 (Progesterone), C07653 (Flutamide), C01227 (Dehydroepiandrosterone...",p53 signaling pathway Cytokine-cytokine receptor interaction Steroid hormone biosynthesis SRD5A2 NFκ...
hsa05216,Thyroid cancer,Thyroid cancer is the most common endocrine malignancy and accounts for the majority of endocrine ca...,"3265 (HRAS), 3845 (KRAS), 4893 (NRAS) 5468 (PPARG) 673 (BRAF) 673 (BRAF) 5594 (MAPK1), 5595 (MAPK3) ...",Ras PPARγ BRAF BRAF ERK MEK PPFP RXR β-catenin c-Myc ECAD THYROID CANCER ERK CyclinD1 MEK BRAF Ras ...
hsa05217,Basal cell carcinoma,Cancer of the skin is the most common cancer in Caucasians and basal cell carcinomas (BCC) account f...,"C00187 (Cholesterol) 374654 (KIF7) 2735 (GLI1) 5727 (PTCH1), 8643 (PTCH2) 650 (BMP2), 652 (BMP4) 513...",KIF7 Cholesterol GLI1 PTCH1 BMP Wnt SHH APC PTCH1 SUFU Axin Dvl Frizzled BASAL CELL CARCINOMA GLI S...
hsa05218,Melanoma,Melanoma is a form of skin cancer that has a poor prognosis and which is on the rise in Western popu...,"C05981 (Phosphatidylinositol-3,4,5-trisphosphate) 673 (BRAF) 999 (CDH1) 4893 (NRAS) 1019 (CDK4) 595 ...",p53 signaling pathway Melanogenesis BRAF ECAD Adherens junction NRAS CDK4 CyclinD1 MITF PTEN RTK Bad...
hsa05219,Bladder cancer,"The urothelium covers the luminal surface of almost the entire urinary tract, extending from the ren...","3265 (HRAS) 4312 (MMP1), 4313 (MMP2), 4318 (MMP9) 1890 (TYMP) 7422 (VEGFA) 3576 (CXCL8) 7057 (THBS1)...",Adherens junction H-Ras VEGF signaling pathway ErbB signaling pathway MMPs VEGF IL-8 TSP-1 EGFR E-ca...
hsa05220,Chronic myeloid leukemia,Chronic myeloid leukemia (CML) is a clonal myeloproliferative disorder of a pluripotent stem cell. T...,"C05981 (Phosphatidylinositol-3,4,5-trisphosphate) 2122 (MECOM), 861 (RUNX1) 598 (BCL2L1) 5781 (PTPN1...",p53 signaling pathway AML-EVI1 Bcl-xl Shp2 BCR-ABL p53 TGF-β signaling pathway Hematopoietic cell li...
hsa05221,Acute myeloid leukemia,Acute myeloid leukemia (AML) is a disease that is characterized by uncontrolled proliferation of clo...,"C05981 (Phosphatidylinositol-3,4,5-trisphosphate) 5914 (RARA), 7704 (ZBTB16) 3845 (KRAS) 4893 (NRAS)...",PLZF-RARα K-Ras N-Ras FLT3 PU.1 C/EBPα AML1-ETO Jak-STAT signaling pathway mTOR signaling pathway He...
hsa05222,Small cell lung cancer,Lung cancer is a leading cause of cancer death among men and women in industrialized countries. Smal...,"C05981 (Phosphatidylinositol-3,4,5-trisphosphate) C00777 (Retinoate), C15493 (9-cis-Retinoic acid) 8...",p53 signaling pathway CyclinE CDK2 CyclinD1 Apoptosis ECM-receptor interaction Focal adhesion ITGB I...
hsa05223,Non-small cell lung cancer,Lung cancer is a leading cause of cancer death among men and women in industrialized countries. Non-...,"C00777 (Retinoate), C15493 (9-cis-Retinoic acid) C00076 (Calcium cation) C00165 (Diacylglycerol) C01...",PKC Retinoic acid DAG PIP Forkhead CASP9 BAD PKB/Akt PDK1 PI3K CDK4/6 CyclinD1 E2F Ras PLCγ TGFα EGF...
hsa05224,Breast cancer,Breast cancer is the leading cause of cancer death among women worldwide. The vast majority of breas...,C00951 (Estradiol-17beta) C00951 (Estradiol-17beta) C00951 (Estradiol-17beta) C00951 (Estradiol-17be...,BREAST CANCER EGFR CoR Ras Raf MEK ERK1/2 Shc Grb2 SOS Estrogen signaling pathway Jagged Notch mTOR...
hsa05225,Hepatocellular carcinoma,Hepatocellular carcinoma (HCC) is a major type of primary liver cancer and one of the rare human neo...,"C05981 (Phosphatidylinositol-3,4,5-trisphosphate) C05981 (Phosphatidylinositol-3,4,5-trisphosphate) ...",HEPATOCELLULAR CARCINOMA EGFR Ras Raf MEK ERK1/2 Shc Grb2 SOS mTOR S6K IGF-II IGF1R PI3K-Akt signal...
hsa05226,Gastric cancer,Gastric cancer (GC) is one of the world's most common cancers. According to Lauren's histological cl...,"C05981 (Phosphatidylinositol-3,4,5-trisphosphate) C05981 (Phosphatidylinositol-3,4,5-trisphosphate) ...",GASTRIC CANCER Ras Raf MEK ERK1/2 Shc Grb2 SOS mTOR S6K PI3K-Akt signaling pathway Ras Raf MEK ERK1...
hsa05230,Central carbon metabolism in cancer,Malignant transformation of cells requires specific adaptations of cellular metabolism to support gr...,C00031 (D-Glucose) C00092 (D-Glucose 6-phosphate) C00022 (Pyruvate) C00031 (D-Glucose) C00064 (L-Glu...,CENTRAL CARBON METABOLISM IN CANCER GLUT1/2 Glucose G6P Pyruvate Glucose GCK Glutamine Glutamate...
hsa05231,Choline metabolism in cancer,Abnormal choline metabolism is emerging as a metabolic hallmark that is associated with oncogenesis ...,"C05981 (Phosphatidylinositol-3,4,5-trisphosphate) C00114 (Choline) C00114 (Choline) C00588 (Choline ...",JNK ERK1/2 SOS Ras MEK1/2 Raf Akt P13K PDK1 PIP CHOLINE METABOLISM IN CANCER MAPK signaling ...
hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,Programmed cell death 1 (PD1) and its ligand (PDL1) are key regulatory physiological immune checkpoi...,"C05981 (Phosphatidylinositol-3,4,5-trisphosphate) C00076 (Calcium cation) C01245 (D-myo-Inositol 1,4...",PIP IκB NFκB IKK AKT PI3K RasGRP1 Ras AP1 NFAT CaN PLC-γ1 ZAP70 CD3ε CD3δ TCRβ TCRα CD3ζ CD3ζ CD3γ C...
hsa05310,Asthma,Asthma is a complex syndrome with many clinical phenotypes in both adults and children. Its major ch...,C00388 (Histamine) C02166 (Leukotriene C4) C00696 (Prostaglandin D2) C04598 (2-Acetyl-1-alkyl-sn-gly...,Cytokine-cytokine receptor interaction Jak-STAT signaling pathway FcεRI signaling pathway T cell rec...
hsa05320,Autoimmune thyroid disease,The classification of autoimmune throid disease (AITD) includes Hashimoto's thyroiditis (HT) or chro...,C01382 (Iodine) D00636 (Amiodarone hydrochloride (JP18/USP)) C02465 (Triiodothyronine) C01829 (Thyro...,T cell receptor signaling pathway MHCII TCR CD40L CD40 TCR MHCII APC B cell Antigen processing and ...
hsa05321,Inflammatory bowel disease,"Inflammatory bowel disease (IBD), which includes Crohn disease (CD) and ulcerative colitis (UC), is ...","7097 (TLR2) 4790 (NFKB1), 5970 (RELA) 64127 (NOD2) 7100 (TLR5) 7097 (TLR2) 4790 (NFKB1), 5970 (RELA)...",INFLAMMATORY BOWEL DISEASE APC TLR2 NF-κB DNA NOD2 MDP PGN TLR5 Flagellin TLR2 Peptidoglycans Lipo...
hsa05322,Systemic lupus erythematosus,Systemic lupus erythematosus (SLE) is a prototypic autoimmune disease characterised by the productio...,C00027 (Hydrogen peroxide) C00434 (Double-stranded DNA) C02737 (Phosphatidylserine) 102723407 (IGH) ...,BCR FcγR FcγR IgG IgG IgG IgG Elastase Cathepsin C1s C1q C1r MAC TNF-α IFN-γ IL-10 C1q C1q CD80/86 C...
hsa05323,Rheumatoid arthritis,Rheumatoid arthritis (RA) is a chronic autoimmune joint disease where persistent inflammation affect...,C05443 (Vitamin D3) C00584 (Prostaglandin E2) C00080 (H+) 8600 (TNFSF11) 8792 (TNFRSF11A) 8600 (TNFS...,Th17 cell RHEUMATOID ARTHRITIS RANKL RANK Osteoclast differentiation RANKL IL17 IL1 TNFα IL6 IL23...
hsa05330,Allograft rejection,Allograft rejection is the consequence of the recipient's alloimmune response to nonself antigens ex...,"C00533 (Nitric oxide) 3558 (IL2) 3108 (HLA-DMA), 3109 (HLA-DMB), 3111 (HLA-DOA), 3112 (HLA-DOB), 311...",IL-2 T cell receptor signaling pathway MHCII TCR Recipient APC Antigen processing and presentation C...
hsa05332,Graft-versus-host disease,Graft-versus-host disease (GVHD) is a lethal complication of allogeneic hematopoietic stem cell tran...,"C00533 (Nitric oxide) C00338 (Lipopolysaccharide) 3108 (HLA-DMA), 3109 (HLA-DMB), 3111 (HLA-DOA), 31...",Cytokine-cytokine receptor interaction T cell receptor signaling pathway MHCII TCR Host APC Antigen ...
hsa05340,Primary immunodeficiency,"Primary immunodeficiencies (PIs) are a heterogeneous group of disorders, which affect cellular and h...","6890 (TAP1) 958 (CD40) 959 (CD40LG) 102723407 (IGH) 102723407 (IGH) 920 (CD4) 925 (CD8A), 926 (CD8B)...",T cell receptor signaling pathway Hematopoietic cell lineage B cell receptor signaling pathway PRIMA...
hsa05410,Hypertrophic cardiomyopathy,Hypertrophic cardiomyopathy (HCM) is a primary myocardial disorder with an autosomal dominant patter...,C00002 (ATP) C00076 (Calcium cation) C00076 (Calcium cation) C00076 (Calcium cation) C00076 (Calcium...,SGCD HYPERTROPHIC CARDIOMYOPATHY DHPR RyR SERCA2a NCX Sarcoplasmic reticulum (SR) T-tubule Cardiac ...
hsa05412,Arrhythmogenic right ventricular cardiomyopathy,Arrhythmogenic right ventricular cardiomyopathy (ARVC) is an inherited heart muscle disease that may...,C00076 (Calcium cation) C00076 (Calcium cation) C00076 (Calcium cation) C00076 (Calcium cation) C013...,SGCD ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY DHPR RyR2 SERCA2a NCX Sarcoplasmic reticulum...
hsa05414,Dilated cardiomyopathy,Dilated cardiomyopathy (DCM) is a heart muscle disease characterised by dilation and impaired contra...,C00076 (Calcium cation) C00076 (Calcium cation) C00076 (Calcium cation) C00076 (Calcium cation) C013...,SGCD DILATED CARDIOMYOPATHY DHPR RyR SERCA2a NCX Sarcoplasmic reticulum (SR) T-tubule Cardiac muscl...
hsa05415,Diabetic cardiomyopathy,Diabetic cardiomyopathy has been defined as left ventricular dysfunction that occurs among patients ...,C00162 (Fatty acid) C00162 (Fatty acid) C02843 (Long-chain acyl-CoA) C00165 (Diacylglycerol) C00195 ...,FFA FFA LCFA-CoA DAG PKCα/δ FAT/CD36 Cer PP2A DIABETIC CARDIOMYOPATHY PKCβ Glucose Glucose UDP-GlcNA...
hsa05416,Viral myocarditis,Myocarditis is a cardiac disease associated with inflammation and injury of the myocardium. It resul...,"6444 (SGCD) 6445 (SGCG) 6443 (SGCB) 6442 (SGCA) 1605 (DAG1) 1605 (DAG1) 284217 (LAMA1), 3908 (LAMA2)...",SGCD VIRAL MYOCARDITIS Cardiac muscle contraction SGCG SGCB SGCA α-DAG β-DAG Laminin ECM-receptor i...
hsa05417,Lipid and atherosclerosis,Atherosclerosis is a chronic inflammatory disease marked by a narrowing of the arteries from lipid-r...,"C05981 (Phosphatidylinositol-3,4,5-trisphosphate) C21011 ([Protein]-N(epsilon)-(carboxymethyl)lysine...",PIP AKT PDK1 PI3K p53 signaling pathway LIPID AND ATHEROSCLEROSIS GSK3β p53 Apoptosis Apoptosis Fa...
hsa05418,Fluid shear stress and atherosclerosis,Shear stress represents the frictional force that the flow of blood exerts at the endothelial surfac...,C16845 (Peroxynitrite) C00533 (Nitric oxide) C00076 (Calcium cation) C00704 (Superoxide) C00533 (Nit...,FLUID SHEAR STRESS AND ATHEROSCLEROSIS ONOO MAPK signaling pathway p38 VCAM-1 ICAM-1 AP-1 Akt P...
